Requirement ID,Phase,Requirement,Control IDs,Threat IDs,Planned verification,Expected evidence,Owner,Status,Evidence link / notes
REC-030,PHASE-09_SETTLEMENT_AND_RECONCILIATION,"Produce batch summary, match-rate, exception aging, gross/fee/net comparison, settlement journal, suspense movement, and signed close report.",FIN-07; FIN-08; APP-04; OPS-03,THR-016; THR-017; THR-034; THR-052,"Deterministic matching, malformed files, crash/resume, stale resolution and one-unit mismatch tests",reconciliation-report; exception-evidence,Finance owner,Planned,
REC-031,PHASE-09_SETTLEMENT_AND_RECONCILIATION,"Reports identify dataset checksum, run ID, matcher version, cutoff, and approvers.",FIN-07; FIN-08; APP-04; OPS-03,THR-016; THR-017; THR-034; THR-052,"Deterministic matching, malformed files, crash/resume, stale resolution and one-unit mismatch tests",reconciliation-report; exception-evidence,Finance owner,Planned,
REC-032,PHASE-09_SETTLEMENT_AND_RECONCILIATION,Export is safe from CSV injection and follows field masking.,FIN-07; FIN-08; APP-04; OPS-03,THR-016; THR-017; THR-034; THR-052,"Deterministic matching, malformed files, crash/resume, stale resolution and one-unit mismatch tests",reconciliation-report; exception-evidence,Finance owner,Planned,
REL-001,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,Define critical user journeys and business invariants.,REL-01; OPS-01; OPS-02,THR-010; THR-015; THR-025; THR-048; THR-049; THR-054,"Dependency outage, failpoints, backlog, bulkhead, leak and game-day tests",chaos-report; dashboards,Reliability owner,Planned,
REL-002,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,Establish SLO targets and error-budget policy for the reference environment.,REL-01; OPS-01; OPS-02,THR-010; THR-015; THR-025; THR-048; THR-049; THR-054,"Dependency outage, failpoints, backlog, bulkhead, leak and game-day tests",chaos-report; dashboards,Reliability owner,Planned,
REL-003,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,"Every asynchronous state has watchdog, retry, dead-letter, and operator path.",REL-01; OPS-01; OPS-02,THR-010; THR-015; THR-025; THR-048; THR-049; THR-054,"Dependency outage, failpoints, backlog, bulkhead, leak and game-day tests",chaos-report; dashboards,Reliability owner,Planned,
REL-004,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,Execute dependency outage and process-crash scenarios.,REL-01; OPS-01; OPS-02,THR-010; THR-015; THR-025; THR-048; THR-049; THR-054,"Dependency outage, failpoints, backlog, bulkhead, leak and game-day tests",chaos-report; dashboards,Reliability owner,Planned,
REL-005,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,Verify no accepted financial command is silently lost.,REL-01; OPS-01; OPS-02,THR-010; THR-015; THR-025; THR-048; THR-049; THR-054,"Dependency outage, failpoints, backlog, bulkhead, leak and game-day tests",chaos-report; dashboards,Reliability owner,Planned,
REL-006,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,Verify duplicate processing produces no duplicate business effect.,REL-01; OPS-01; OPS-02,THR-010; THR-015; THR-025; THR-048; THR-049; THR-054,"Dependency outage, failpoints, backlog, bulkhead, leak and game-day tests",chaos-report; dashboards,Reliability owner,Planned,
RFD-001,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,"Refund is a resource with merchant reference, amount, reason, original payment, and idempotency.",GOV-02,THR-060,"Requirement-specific unit, integration, negative and acceptance tests",phase-evidence,Product owner,Planned,
RFD-002,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Aggregate successful/in-flight refund amount cannot exceed refundable amount.,GOV-02,THR-060,"Requirement-specific unit, integration, negative and acceptance tests",phase-evidence,Product owner,Planned,
RFD-003,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Concurrent partial refunds serialize safely.,GOV-02,THR-060,"Requirement-specific unit, integration, negative and acceptance tests",phase-evidence,Product owner,Planned,
RFD-004,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Fee-refund policy is explicit and visible.,GOV-02,THR-060,"Requirement-specific unit, integration, negative and acceptance tests",phase-evidence,Product owner,Planned,
RFD-005,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Refund completion posts compensating journal and emits webhook exactly once as a business effect.,GOV-02,THR-060,"Requirement-specific unit, integration, negative and acceptance tests",phase-evidence,Product owner,Planned,
RFD-006,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Failed/ambiguous external refund follows provider recovery model.,GOV-02,THR-060,"Requirement-specific unit, integration, negative and acceptance tests",phase-evidence,Product owner,Planned,
RPT-001,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Statement period has explicit inclusive/exclusive boundaries and timezone.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-002,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Opening balance + period movements = closing balance using ledger-derived values.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-003,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Holds appear only according to statement definition; pending and posted are clearly separated.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-004,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Reversals and refunds are separate entries linked to originals.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-005,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Transaction descriptions use versioned rendering rules and safe historical counterparty snapshots.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-006,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,"Statement generation is asynchronous, idempotent, and resumable.",FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-007,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,PDF/CSV/JSON outputs agree on totals and identifiers.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-008,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Download requires current authorization and short-lived access; object URL is not durable public access.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-010,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,"Payment, refund, fee, settlement, and reconciliation reports share consistent identifiers.",FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-011,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Gross - refunds - fees +/- adjustments = net settlement under documented formula.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-012,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,"Reports distinguish transaction date, effective date, posted date, and settlement date.",FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-013,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Export fields and masking respect merchant role/scopes.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-020,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Trial balance by book/currency/period.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-021,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Journal export with posting lines and business references.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-022,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Settlement close and reconciliation exception aging.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-023,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Suspense balance and movement.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-024,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Privileged access and action report.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RPT-025,PHASE-11_STATEMENTS_REPORTING_AUDIT_DATA_RIGHTS,Control evidence report maps requirements to tests/artifacts.,FIN-07; DAT-02; DAT-04; APP-01,THR-017; THR-026; THR-027; THR-029; THR-050,"Independent statement oracle, cross-format differential, export injection and download tests",statement-differential-report; object-digests,Reporting owner,Planned,
RSK-001,PHASE-05_RISK_POLICY_AND_LIMITS,Policy and rule versions are immutable once activated.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-002,PHASE-05_RISK_POLICY_AND_LIMITS,"Draft, shadow, active, retired, and rolled-back lifecycle is explicit.",FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-003,PHASE-05_RISK_POLICY_AND_LIMITS,"Activation requires validation, simulation, reviewer approval for high-impact changes, and effective time.",FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-004,PHASE-05_RISK_POLICY_AND_LIMITS,A transaction stores the exact policy version and input snapshot references used.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-005,PHASE-05_RISK_POLICY_AND_LIMITS,Retired policy remains queryable for historical explanation.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-006,PHASE-05_RISK_POLICY_AND_LIMITS,Rule order and conflict resolution are deterministic.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-010,PHASE-05_RISK_POLICY_AND_LIMITS,"Decision happens inside the command acceptance boundary using a consistent view of restrictions, limits, and relevant balances.",FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-011,PHASE-05_RISK_POLICY_AND_LIMITS,Decision factors are structured codes with safe customer-facing groups and richer workforce details.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-012,PHASE-05_RISK_POLICY_AND_LIMITS,Missing or stale critical input fails closed or routes to review according to explicit policy.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-013,PHASE-05_RISK_POLICY_AND_LIMITS,Decision is idempotent for the same command and input snapshot.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-014,PHASE-05_RISK_POLICY_AND_LIMITS,Risk cannot directly mutate ledger balances; it returns constraints and outcomes to the owning workflow.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-015,PHASE-05_RISK_POLICY_AND_LIMITS,"A manual override creates a new decision, never edits the original.",FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-020,PHASE-05_RISK_POLICY_AND_LIMITS,Run proposed policy against synthetic historical events.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-021,PHASE-05_RISK_POLICY_AND_LIMITS,"Compare allow/review/deny changes, rule hit rates, customer segments, and operational review volume.",FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-022,PHASE-05_RISK_POLICY_AND_LIMITS,Shadow policy evaluates live synthetic flows without affecting outcomes.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-023,PHASE-05_RISK_POLICY_AND_LIMITS,"Simulator output stores dataset version, policy version, code revision, and timestamp.",FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-030,PHASE-05_RISK_POLICY_AND_LIMITS,"Review cases include factors, evidence references, transaction snapshot, deadlines, and assignment.",FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-031,PHASE-05_RISK_POLICY_AND_LIMITS,Customer-facing adverse outcome has a safe reason category and support/review path where applicable.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-032,PHASE-05_RISK_POLICY_AND_LIMITS,"Reviewer override requires role, step-up for high-risk cases, reason code, notes, and audit.",FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
RSK-033,PHASE-05_RISK_POLICY_AND_LIMITS,Override execution rechecks current account and transaction state.,FIN-05; DAT-05; OPS-03; APP-03,THR-021; THR-033; THR-036,"Rule engine model, explainability, backtest, version and analyst case tests",risk-policy-report; case-evidence,Risk owner,Planned,
SET-001,PHASE-09_SETTLEMENT_AND_RECONCILIATION,"Batch records provider, currency, settlement date, gross amount, fees, net amount, record count, external references, and status.",FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-002,PHASE-09_SETTLEMENT_AND_RECONCILIATION,Totals are derived from records and compared with provider control totals.,FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-003,PHASE-09_SETTLEMENT_AND_RECONCILIATION,Batch cannot close with unexplained control-total variance.,FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-004,PHASE-09_SETTLEMENT_AND_RECONCILIATION,"Batch lifecycle: received, validated, reconciling, exceptions, ready_to_close, closed, reopened.",FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-005,PHASE-09_SETTLEMENT_AND_RECONCILIATION,Close and reopen require maker-checker and signed report.,FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-010,PHASE-09_SETTLEMENT_AND_RECONCILIATION,Settlement journal moves provider receivable/clearing to settlement-bank asset and recognizes provider expense/fee differences according to accounting template.,FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-011,PHASE-09_SETTLEMENT_AND_RECONCILIATION,Posting is idempotent per batch and settlement action.,FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-012,PHASE-09_SETTLEMENT_AND_RECONCILIATION,Settlement cannot post twice across reruns or reopen.,FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-013,PHASE-09_SETTLEMENT_AND_RECONCILIATION,Differences route to explicit suspense or expense/revenue adjustment through approved template.,FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SET-014,PHASE-09_SETTLEMENT_AND_RECONCILIATION,"Suspense item has owner, amount, currency, source, age, expected resolution, and audit.",FIN-02; FIN-07; FIN-08; OPS-03,THR-016; THR-034; THR-051; THR-052,"Settlement lifecycle, totals, close, file identity and approval tests",settlement-close-report,Finance owner,Planned,
SEV-001,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,Map applicable ASVS controls to implementation and tests.,SDLC-02; SDLC-04; APP-02; APP-03; APP-06; DAT-02,THR-005; THR-009; THR-010; THR-011; THR-013; THR-041; THR-042; THR-043,"Security control mapping, SAST/DAST/fuzz/manual authorization and finding regression",security-verification-pack,Security owner,Planned,
SEV-002,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,"Test OWASP API risks including object/property/function authorization, resource consumption, sensitive business flow abuse, SSRF, inventory, and unsafe API consumption.",SDLC-02; SDLC-04; APP-02; APP-03; APP-06; DAT-02,THR-005; THR-009; THR-010; THR-011; THR-013; THR-041; THR-042; THR-043,"Security control mapping, SAST/DAST/fuzz/manual authorization and finding regression",security-verification-pack,Security owner,Planned,
SEV-003,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,"Verify authentication, session, CSRF, CORS, CSP, cache, and step-up controls manually and automatically.",SDLC-02; SDLC-04; APP-02; APP-03; APP-06; DAT-02,THR-005; THR-009; THR-010; THR-011; THR-013; THR-041; THR-042; THR-043,"Security control mapping, SAST/DAST/fuzz/manual authorization and finding regression",security-verification-pack,Security owner,Planned,
SEV-004,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,Conduct threat-led review of every money-moving and privileged flow.,SDLC-02; SDLC-04; APP-02; APP-03; APP-06; DAT-02,THR-005; THR-009; THR-010; THR-011; THR-013; THR-041; THR-042; THR-043,"Security control mapping, SAST/DAST/fuzz/manual authorization and finding regression",security-verification-pack,Security owner,Planned,
SEV-005,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,"Run SAST, dependency, secret, container, IaC, SBOM, and provenance checks.",SDLC-02; SDLC-04; APP-02; APP-03; APP-06; DAT-02,THR-005; THR-009; THR-010; THR-011; THR-013; THR-041; THR-042; THR-043,"Security control mapping, SAST/DAST/fuzz/manual authorization and finding regression",security-verification-pack,Security owner,Planned,
SEV-006,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,"Fuzz parsers, amount/currency primitives, signatures, provider callbacks, CSV imports, and state transition inputs.",SDLC-02; SDLC-04; APP-02; APP-03; APP-06; DAT-02,THR-005; THR-009; THR-010; THR-011; THR-013; THR-041; THR-042; THR-043,"Security control mapping, SAST/DAST/fuzz/manual authorization and finding regression",security-verification-pack,Security owner,Planned,
SEV-007,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,Perform manual authorization matrix testing across identities/tenants.,SDLC-02; SDLC-04; APP-02; APP-03; APP-06; DAT-02,THR-005; THR-009; THR-010; THR-011; THR-013; THR-041; THR-042; THR-043,"Security control mapping, SAST/DAST/fuzz/manual authorization and finding regression",security-verification-pack,Security owner,Planned,
SEV-008,PHASE-12_RELIABILITY_DR_PERFORMANCE_SECURITY,"Track findings with severity, exploit path, financial impact, fix, regression test, and residual risk.",SDLC-02; SDLC-04; APP-02; APP-03; APP-06; DAT-02,THR-005; THR-009; THR-010; THR-011; THR-013; THR-041; THR-042; THR-043,"Security control mapping, SAST/DAST/fuzz/manual authorization and finding regression",security-verification-pack,Security owner,Planned,
WAL-001,PHASE-04_WALLETS_BALANCES_HOLDS,"Wallet creation is idempotent per owner, product, and currency.",FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-002,PHASE-04_WALLETS_BALANCES_HOLDS,Creation provisions the correct ledger account template and returns only after durable completion or a resumable provisioning state.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-003,PHASE-04_WALLETS_BALANCES_HOLDS,"Unsupported currency, duplicate product, ineligible KYC tier, or restricted customer is rejected with stable error.",FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-004,PHASE-04_WALLETS_BALANCES_HOLDS,"Closing blocks new activity, requires zero available/posted balance according to product policy, no active holds, and no pending transactions.",FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-005,PHASE-04_WALLETS_BALANCES_HOLDS,Closed wallet cannot be reopened by ordinary operation; create a new wallet/reference if policy permits.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-010,PHASE-04_WALLETS_BALANCES_HOLDS,"API returns `posted`, `held`, `available`, `currency`, `as_of`, and `version`.",FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-011,PHASE-04_WALLETS_BALANCES_HOLDS,Available balance is updated atomically with hold/posting changes.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-012,PHASE-04_WALLETS_BALANCES_HOLDS,No UI or API labels pending provider money as available.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-013,PHASE-04_WALLETS_BALANCES_HOLDS,Balance reads never use Redis as authority.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-014,PHASE-04_WALLETS_BALANCES_HOLDS,Negative available balance is impossible unless explicit overdraft product policy exists; Atlas default forbids it.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-020,PHASE-04_WALLETS_BALANCES_HOLDS,Freeze affects new hold/posting templates according to explicit matrix.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-021,PHASE-04_WALLETS_BALANCES_HOLDS,Incoming credits may be allowed while outgoing activity is blocked; policy must be explicit.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-022,PHASE-04_WALLETS_BALANCES_HOLDS,Restriction/freeze changes are audited and may require approval.,FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WAL-023,PHASE-04_WALLETS_BALANCES_HOLDS,"Existing holds have defined treatment on freeze—preserve, release, or case review by restriction type.",FIN-01; FIN-04; FIN-05; FIN-07,THR-003; THR-029; THR-044,"Wallet lifecycle, balance derivation, closure, restriction and exact rendering tests",wallet-verification; browser-evidence,Wallet owner,Planned,
WHK-001,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,Endpoint scheme is HTTPS except explicit local-development mode.,APP-05; APP-06; IAM-03; IAM-04; REL-01,THR-011; THR-012; THR-025; THR-035; THR-056,"SSRF hostile server, raw-body signatures, replay, key rotation, retries and bulkhead tests",webhook-security-report,Security/Payments owner,Planned,
WHK-002,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,"Validate and continuously enforce no private, loopback, link-local, metadata-service, or disallowed destination.",APP-05; APP-06; IAM-03; IAM-04; REL-01,THR-011; THR-012; THR-025; THR-035; THR-056,"SSRF hostile server, raw-body signatures, replay, key rotation, retries and bulkhead tests",webhook-security-report,Security/Payments owner,Planned,
WHK-003,PHASE-08_MERCHANT_PAYMENTS_AND_WEBHOOKS,"DNS rebinding, redirects, proxy environment variables, and IPv6 literals are handled safely.",APP-05; APP-06; IAM-03; IAM-04; REL-01,THR-011; THR-012; THR-025; THR-035; THR-056,"SSRF hostile server, raw-body signatures, replay, key rotation, retries and bulkhead tests",webhook-security-report,Security/Payments owner,Planned,
